COD_SIM,ID_EST,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,TEXTO 1,TEXTO 2,TEXTO 3,TEXTO 4,NTS_LEC_10,NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,NTS_MAT_11,RAN_NOT_11,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,Constante 0-5 para 0-10,Comparador 0-10,NTS_LEC_10,NTS_MAT_10,NTS_LEC_11,NTS_MAT_11,,,NTS_LEC_10,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_10,CUAL_NTS_MAT_10,CUAN_CON_PROM_NTS_MAT_10,RAN_NOT_10,NTS_LEC_11,CUAL_NTS_LEC_10,CUAN_CON_PROM_NTS_LEC_10,NTS_MAT_11,CUAL_NTS_MAT_11,CUAN_CON_PROM_NTS_MAT_11,RAN_NOT_11,SUPERIOR,ALTO,BASICO,BAJO
8207013,1113649984,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
727012,1143832482,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203026,1144148581,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
727016,1143827060,6.3,6.8,0-10,NO TIENE,NO TIENE,,06/03/2018,06/08/2018,NO TIENE,NO TIENE,"6,30","6,80",0-10,NO TIENE,NO TIENE,,"3,15","3,4",NO TIENE,NO TIENE,,,"3,15","3,4",NO TIENE,NO TIENE,,,"3,15",BASICO,"3,15","3,4",BASICO,"3,4",0-5,,,,,,,,,,,
8207010,91011513722,EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8203009,1115072691,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
725102,910080708128,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,NO TIENE,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
813000,66979863,8.4,6.0,0-10,6.9,5.5,0-10,08/04/2018,6.0,06/09/2018,05/05/2018,8.4,6.1,0-10,6.9,5.5,0-10,#¡VALOR!,#¡VALOR!,#¡VALOR!,#¡VALOR!,,,"4,2","3,05","3,45","2,75",,,"4,20",ALTO,"4,20","3,05",BASICO,"3,05",0-5,"3,45",BASICO,"3,45","2,75",BAJO,"2,75",0-5,,,,
9103018,1130680654,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203040,1151946792,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,EXCELENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,EXCELENTE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
813011,1143826176,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",INSUFICIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,INSUFICIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,INSUFICIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",BAJO,BAJO,"2,5",BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207012,1151937478,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203032,92020452120,4.0,4.3,0-5,4.2,5.0,0-5,4.0,04/03/2018,04/02/2018,5.0,4.1,4.3,0-5,4.2,5.1,0-5,4.1,4.3,4.2,5.1,,,4.1,4.3,4.2,5.1,,,"4,10",ALTO,"4,10","4,3",ALTO,"4,3",0-5,"4,2",ALTO,"4,2",5,SUPERIOR,5,0-5,,,,
8203010,90060457629,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
813013,90113056982,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203001,1144043939,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,SOBRESALIENTE,EXCELENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,SOBRESALIENTE,EXCELENTE,NO TIENE,NO TIENE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
813004,1143831959,NO TIENE,NO TIENE,,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,ACEPTABLE,ACEPTABLE,,,,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,NO TIENE,NO TIENE,ACEPTABLE,ACEPTABLE,,,,,,,,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
10107006,1144132920,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8204006,1144048486,EXCELENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,SOBRESALIENTE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207001,1144047251,EXCELENTE,EXCELENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"DEFICIENTE, INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,EXCELENTE,EXCELENTE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
11203027,1112468843,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",ACEPTABLE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,SOBRESALIENTE,SOBRESALIENTE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
9203029,1127230985,NO TIENE,NO TIENE,NO TIENE,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE,NO TIENE,EXCELENTE,EXCELENTE,,,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",0,0,0,0,,,NO TIENE,NO TIENE,EXCELENTE,EXCELENTE,,,,,,,,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
813006,91052204017,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",NO TIENE ,NO TIENE,NO TIENE,SOBRESALIENTE,ACEPTABLE,NO TIENE ,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, EXCELENTE, SOBRESALIENTE",,,NO TIENE,0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,NO TIENE ,NO TIENE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
11103024,1010199039,ACEPTABLE,ACEPTABLE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,ACEPTABLE,ACEPTABLE,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,,,INSUFICIENTE - ACEPTABLE - SOBRESALIENTE - EXCELENTE,0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14203007,1114092177,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,EXCELENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,ACEPTABLE,EXCELENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207028,67023622,BUENO,BUENO,"MALO, BUENO, EXCELENTE",BUENO,BUENO,"MALO, BUENO, EXCELENTE",BUENO,BUENO,BUENO,BUENO,,,"MALO, BUENO, EXCELENTE",,,"MALO, BUENO, EXCELENTE",0,0,0,0,,,BUENO,BUENO,BUENO,BUENO,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
14207012,1144046894,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207021,1144048436,SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,,,ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203013,1113656647,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,ACEPTABLE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207027,91112106702,SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203026,1144149275,EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8203019,1113652644,EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,EXCELENTE,SOBRESALIENTE,NO TIENE,NO TIENE,,,SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8207003,1144040264,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8207009,1118285897,SOBRESALIENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,SOBRESALIENTE,EXCELENTE,SOBRESALIENTE,SOBRESALIENTE,,,ALTO,ALTO,4.25,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",ALTO,ALTO,4.25,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8207023,1144030324,EXCELENTE,EXCELENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",EXCELENTE,EXCELENTE,EXCELENTE,SOBRESALIENTE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,EXCELENTE,EXCELENTE,EXCELENTE,SOBRESALIENTE,,,SUPERIOR,SUPERIOR,4.75,SUPERIOR,SUPERIOR,4.75,"BAJO, BASICO, ALTO, SUPERIOR",SUPERIOR,SUPERIOR,4.75,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",,,,
8203021,1113651118,ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",NO TIENE,NO TIENE,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,,0,0,0,0,,,ACEPTABLE,ACEPTABLE,NO TIENE,NO TIENE,,,BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,,,,,,,,
8203033,1144054828,ACEPTABLE,SOBRESALIENTE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,ACEPTABLE,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",ACEPTABLE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",,,"INSUFICIENTE, ACEPTABLE, SOBRESALIENTE, EXCELENTE",0,0,0,0,,,ACEPTABLE,SOBRESALIENTE,ACEPTABLE,ACEPTABLE,,,BASICO,BASICO,3.5,ALTO,ALTO,4.25,"BAJO, BASICO, ALTO, SUPERIOR",BASICO,BASICO,3.5,BASICO,BASICO,3.5,"BAJO, BASICO, ALTO, SUPERIOR",,,,
